rank,finalWorth,category,personName,age,country,source,industries,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
171,10200,fashion & retail,christy walton,74.0,united states,walmart,fashion & retail,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
179,10100,technology,scott farquhar,43.0,australia,software,technology,True,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
179,10100,diversified,quek leng chan,81.0,malaysia,"banking, property",diversified,False,D,M,2023-04-04 05:01:00,364701517788,105.3,76.0,12.0,38.7,32447385.0
179,10100,real estate,wu yajun,59.0,china,real estate,real estate,True,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
182,10000,energy,autry stephens,85.0,united states,oil,energy,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
183,9900,service,liu yongxing,74.0,china,diversified,service,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
184,9800,diversified,vinod adani,74.0,united arab emirates,"infrastructure, commodities",diversified,True,Split Family Fortune,M,2023-04-04 05:01:00,421142267938,108.4,77.8,0.1,15.9,9770529.0
184,9800,fashion & retail,nicolas puech,80.0,switzerland,hermes,fashion & retail,False,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
184,9800,logistics,"jacques saadé, jr.",51.0,france,shipping,logistics,False,Split Family Fortune,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
184,9800,logistics,rodolphe saadé,53.0,france,shipping,logistics,False,Split Family Fortune,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
184,9800,logistics,tanya saadé zeenny,55.0,france,shipping,logistics,False,Split Family Fortune,F,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
184,9800,finance & investments,melker schorling & family,75.0,sweden,investments,finance & investments,True,D,M,2023-04-04 05:01:00,530832908738,126.6,82.5,27.9,49.1,10285453.0
190,9700,manufacturing,andrei guriev & family,63.0,russia,fertilizers,manufacturing,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
190,9700,finance & investments,michael kim,59.0,south korea,private equity,finance & investments,True,U,M,2023-04-04 05:01:00,2029000000000,98.1,82.6,15.6,33.2,51709098.0
190,9700,technology,lei jun,53.0,china,smartphones,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
190,9700,manufacturing,friedhelm loh,76.0,germany,manufacturing,manufacturing,False,U,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
190,9700,healthcare,sun piaoyang,64.0,china,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
195,9600,technology,rick cohen & family,70.0,united states,warehouse automation,technology,False,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
195,9600,energy,jin baofang,70.0,china,solar panels,energy,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
195,9600,manufacturing,luo liguo & family,67.0,china,chemicals,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
195,9600,food & beverage,marijke mars,58.0,united states,"candy, pet food",food & beverage,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
195,9600,food & beverage,pamela mars,62.0,united states,"candy, pet food",food & beverage,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
195,9600,food & beverage,valerie mars,64.0,united states,"candy, pet food",food & beverage,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
195,9600,food & beverage,victoria mars,66.0,united states,"candy, pet food",food & beverage,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
202,9500,finance & investments,vincent bolloré & family,71.0,france,investments,finance & investments,False,U,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
202,9500,diversified,jim pattison,94.0,canada,diversified,diversified,True,D,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
204,9400,healthcare,ernesto bertarelli,57.0,switzerland,"biotech, investments",healthcare,False,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
204,9400,technology,wang xing,44.0,china,food delivery,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
206,9300,technology,brian chesky,41.0,united states,airbnb,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
206,9300,manufacturing,james dyson,75.0,united kingdom,vacuums,manufacturing,True,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
208,9200,diversified,roman abramovich & family,56.0,russia,"steel, investments",diversified,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
208,9200,diversified,antonia ax:son johnson & family,79.0,sweden,diversified,diversified,False,U,F,2023-04-04 05:01:00,530832908738,126.6,82.5,27.9,49.1,10285453.0
208,9200,energy,daniel kretinsky,47.0,czech republic,"energy, investments",energy,True,U,M,2023-04-04 05:01:00,246489245495,100.7,79.0,14.9,46.1,10669709.0
208,9200,media & entertainment,john malone,82.0,united states,cable television,media & entertainment,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
208,9200,technology,azim premji,77.0,india,software services,technology,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
208,9200,finance & investments,charles schwab,85.0,united states,discount brokerage,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
208,9200,fashion & retail,eric smidt,63.0,united states,hardware stores,fashion & retail,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
215,9000,technology,david cheriton,72.0,united states,google,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
215,9000,metals & mining,ivan glasenberg,66.0,switzerland,mining,metals & mining,True,D,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
215,9000,real estate,alexander otto,55.0,germany,real estate,real estate,False,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
215,9000,food & beverage,anthony von mandl,73.0,canada,alcoholic beverages,food & beverage,True,U,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
215,9000,manufacturing,wang liping & family,57.0,china,hydraulic machinery,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
220,8900,food & beverage,finn rausing,68.0,united kingdom,packaging,food & beverage,False,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
220,8900,food & beverage,jorn rausing,63.0,united kingdom,packaging,food & beverage,False,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
220,8900,food & beverage,kirsten rausing,70.0,united kingdom,packaging,food & beverage,False,D,F,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
223,8800,fashion & retail,tatyana bakalchuk,47.0,russia,ecommerce,fashion & retail,True,U,F,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
223,8800,technology,john doerr,71.0,united states,venture capital,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
223,8800,technology,richard liu,49.0,china,e-commerce,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
223,8800,technology,dustin moskovitz,38.0,united states,facebook,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
223,8800,technology,pierre omidyar,55.0,united states,"ebay, paypal",technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
223,8800,energy,pei zhenhua,64.0,china,batteries,energy,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
223,8800,energy,carrie perrodo & family,72.0,united kingdom,oil,energy,False,U,F,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
230,8700,manufacturing,chen jianhua,52.0,china,chemicals,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
230,8700,fashion & retail,michael otto,79.0,germany,"retail, real estate",fashion & retail,False,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
232,8600,finance & investments,leon black,71.0,united states,private equity,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
232,8600,finance & investments,graeme hart,67.0,new zealand,investments,finance & investments,True,D,M,2023-04-04 05:01:00,206928765544,100.0,81.9,29.0,34.6,4841000.0
232,8600,food & beverage,ravi jaipuria,68.0,india,"soft drinks, fast food",food & beverage,False,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
232,8600,technology,hasso plattner & family,79.0,germany,software,technology,True,U,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
232,8600,food & beverage,carlos alberto sicupira & family,75.0,switzerland,beer,food & beverage,True,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
232,8600,real estate,manuel villar,73.0,philippines,real estate,real estate,True,U,M,2023-04-04 05:01:00,376795508680,107.5,71.1,14.0,43.1,108116615.0
232,8600,technology,andreas von bechtolsheim & family,67.0,united states,google,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
239,8500,finance & investments,"chase coleman, iii.",47.0,united states,investments,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
239,8500,fashion & retail,ann walton kroenke,74.0,united states,walmart,fashion & retail,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
239,8500,manufacturing,li zhenguo & family,55.0,china,solar wafers and modules,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
242,8400,media & entertainment,jim kennedy,75.0,united states,"media, automotive",media & entertainment,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
242,8400,metals & mining,nicky oppenheimer & family,77.0,south africa,diamonds,metals & mining,False,D,M,2023-04-04 05:01:00,351431649241,100.9,63.9,27.5,29.2,58558270.0
242,8400,media & entertainment,blair parry-okeden,72.0,australia,"media, automotive",media & entertainment,False,U,F,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
242,8400,metals & mining,zheng shuliang & family,77.0,china,aluminum products,metals & mining,False,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
246,8300,fashion & retail,john morris,75.0,united states,sporting goods retail,fashion & retail,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
246,8300,fashion & retail,stefano pessina,81.0,monaco,drugstores,fashion & retail,False,D,M,2023-04-04 05:01:00,7184844193,101.8,78.5,9.6,43.84686591946866,38964.0
249,8200,energy,german khan,61.0,russia,"oil, banking, telecom",energy,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
249,8200,diversified,abdulsamad rabiu,62.0,nigeria,"cement, sugar",diversified,False,U,M,2023-04-04 05:01:00,448120428859,84.7,54.3,1.5,34.8,200963599.0
249,8200,finance & investments,george roberts,79.0,united states,private equity,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
249,8200,real estate,kushal pal singh,91.0,india,real estate,real estate,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
249,8200,real estate,wang jianlin,68.0,china,real estate,real estate,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
249,8200,real estate,yang huiyan & family,41.0,china,real estate,real estate,False,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
256,8100,diversified,laurent dassault,69.0,france,diversified,diversified,False,D,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
256,8100,diversified,thierry dassault,66.0,france,diversified,diversified,False,D,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
256,8100,food & beverage,tilman fertitta,65.0,united states,"houston rockets, entertainment",food & beverage,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
256,8100,diversified,marie-hélène habert-dassault,58.0,france,diversified,diversified,False,D,F,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
256,8100,gambling & casinos,karel komarek,54.0,switzerland,"oil and gas, it, lotteries",gambling & casinos,True,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
261,8000,technology,nathan blecharczyk,39.0,united states,airbnb,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
261,8000,energy,leonid fedun,66.0,russia,oil,energy,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
261,8000,fashion & retail,bernard marcus,93.0,united states,home depot,fashion & retail,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
261,8000,finance & investments,patrick ryan,85.0,united states,insurance,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
261,8000,finance & investments,robert f. smith,60.0,united states,private equity,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
261,8000,metals & mining,pavel tykac,58.0,czech republic,coal mines,metals & mining,True,U,M,2023-04-04 05:01:00,246489245495,100.7,79.0,14.9,46.1,10669709.0
261,8000,finance & investments,eric wittouck,76.0,monaco,investments,finance & investments,False,D,M,2023-04-04 05:01:00,7184844193,101.8,78.5,9.6,43.84686591946866,38964.0
268,7900,finance & investments,orlando bravo,52.0,united states,private equity,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
268,7900,fashion & retail,ding shizhong,52.0,china,sports apparel,fashion & retail,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
268,7900,fashion & retail,nancy walton laurie,71.0,united states,walmart,fashion & retail,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
268,7900,technology,jay y. lee,54.0,south korea,samsung,technology,False,D,M,2023-04-04 05:01:00,2029000000000,98.1,82.6,15.6,33.2,51709098.0
268,7900,finance & investments,ramzi musallam,54.0,united states,private equity,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
268,7900,finance & investments,david shaw,72.0,united states,hedge funds,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
268,7900,metals & mining,andrei skoch & family,57.0,russia,metals and mining,metals & mining,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
268,7900,diversified,georg stumpf,50.0,austria,"real estate, construction",diversified,True,E,M,2023-04-04 05:01:00,446314739528,103.1,81.6,25.4,51.4,8877067.0
276,7800,telecom,rocco commisso,73.0,united states,telecom,telecom,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
276,7800,manufacturing,li shuirong & family,66.0,china,petrochemicals,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
276,7800,technology,qi shi & family,53.0,china,financial information,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
276,7800,manufacturing,yao liangsong,58.0,china,furniture,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
282,7700,food & beverage,jean-michel besnier,55.0,france,cheese,food & beverage,False,D,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
282,7700,food & beverage,marie besnier beauvalot,42.0,france,cheese,food & beverage,False,D,F,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
282,7700,media & entertainment,david geffen,80.0,united states,"movies, record labels",media & entertainment,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
282,7700,technology,robin li,54.0,china,internet search,technology,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
282,7700,service,liu yonghao & family,71.0,china,agribusiness,service,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
282,7700,technology,henry samueli,68.0,united states,semiconductors,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
282,7700,healthcare,reinhold schmieding,68.0,united states,medical devices,healthcare,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
282,7700,real estate,ivar tollefsen,61.0,norway,real estate,real estate,True,U,M,2023-04-04 05:01:00,403336363636,100.3,82.8,23.9,36.2,5347896.0
290,7600,energy,cao renxian,54.0,china,photovoltaic equipment,energy,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
290,7600,healthcare,hasmukh chudgar & family,89.0,india,pharmaceuticals,healthcare,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
290,7600,manufacturing,andrew currie,67.0,united kingdom,chemicals,manufacturing,True,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
290,7600,technology,joe gebbia,41.0,united states,airbnb,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
290,7600,real estate,philip ng,64.0,singapore,real estate,real estate,False,Split Family Fortune,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
